number,state,created_at,merged_at,closed_at,title
26486,closed,2024-05-20 17:42:52+00:00,2024-05-20 18:39:34+00:00,2024-05-20 18:39:34+00:00,MAINT: Bump github/codeql-action from 3.25.5 to 3.25.6
26482,closed,2024-05-19 21:04:23+00:00,2024-05-19 23:11:38+00:00,2024-05-19 23:11:38+00:00,DOC: Skip API documentation for numpy.distutils with Python 3.12 and later
26481,closed,2024-05-19 13:27:54+00:00,2024-05-30 07:46:57+00:00,2024-05-30 07:46:57+00:00,Improve documentation of numpy.ma.filled
26480,closed,2024-05-19 10:23:19+00:00,2024-05-19 15:15:42+00:00,2024-05-19 15:15:42+00:00,TYP: fix type annotation for `newbyteorder`
26479,closed,2024-05-19 08:19:42+00:00,,2024-05-19 08:45:58+00:00,Update README.md
26478,closed,2024-05-19 05:53:53+00:00,2024-05-20 18:26:18+00:00,2024-05-20 18:26:18+00:00,DOC: Set default as `-j 1` for spin docs and move `-W` to SPHINXOPTS
26477,closed,2024-05-18 18:44:20+00:00,,2024-05-21 05:22:38+00:00, DOC: Add datetime64 example for 'Now' to get the current time
26476,closed,2024-05-18 17:59:49+00:00,2024-05-19 20:59:47+00:00,2024-05-19 20:59:47+00:00,DOC: Skip API documentation for numpy.distutils with Python 3.12 and later
26475,closed,2024-05-18 17:57:54+00:00,,2024-05-23 09:11:50+00:00,Test: add spin to test_requirements
26474,closed,2024-05-18 17:50:32+00:00,2024-05-21 19:12:45+00:00,2024-05-21 19:12:45+00:00,BLD: Make NumPy build reproducibly
26471,closed,2024-05-18 05:52:08+00:00,2024-05-18 12:49:34+00:00,2024-05-18 12:49:34+00:00,BLD: cp313 [wheel build]
26469,closed,2024-05-17 17:06:51+00:00,2024-05-17 17:50:50+00:00,2024-05-17 17:50:50+00:00,MAINT: Bump github/codeql-action from 2.13.4 to 3.25.5
26468,closed,2024-05-17 16:29:10+00:00,,2024-05-25 18:44:51+00:00,DOC: Fix broken link to NEP50.
26464,closed,2024-05-16 21:09:40+00:00,2024-05-17 10:16:42+00:00,2024-05-17 10:16:42+00:00,BLD: update vendored-meson to current Meson master (1.4.99)
26463,closed,2024-05-16 20:52:03+00:00,2024-05-21 17:49:38+00:00,2024-05-21 17:49:38+00:00,TST: add basic free-threaded CI testing
26462,closed,2024-05-16 18:52:34+00:00,,2024-05-17 16:06:51+00:00,DOC: Fixed NEP50 broken Link 
26461,closed,2024-05-16 18:29:15+00:00,2024-05-16 20:33:12+00:00,2024-05-16 20:33:12+00:00,BUG: int32 and intc should both appear in sctypes
26460,closed,2024-05-16 18:25:19+00:00,2024-05-16 20:33:45+00:00,2024-05-16 20:33:45+00:00,MAINT: Bump pypa/cibuildwheel from 2.17.0 to 2.18.0
26459,closed,2024-05-16 18:21:10+00:00,2024-05-16 20:32:51+00:00,2024-05-16 20:32:51+00:00,BUG: fixes for three related stringdtype issues (#26436)
26458,closed,2024-05-16 18:13:47+00:00,2024-05-16 20:32:25+00:00,2024-05-16 20:32:25+00:00,BUG: Use Python pickle protocol version 4 for np.save (#26388)
26457,closed,2024-05-16 16:12:23+00:00,2024-05-16 18:08:02+00:00,2024-05-16 18:08:02+00:00,MAINT: Various CI fixes
26456,closed,2024-05-16 15:44:49+00:00,2024-05-17 12:54:04+00:00,2024-05-17 12:54:04+00:00,ENH: improve the error raised by ``numpy.isdtype``
26453,closed,2024-05-16 10:32:46+00:00,,2024-05-17 16:00:33+00:00,DOC: Fixed NEP50 broken Link
26452,closed,2024-05-16 10:31:33+00:00,2024-05-17 18:13:03+00:00,2024-05-17 18:13:03+00:00,DEP: Deprecate 'fix_imports' flag in numpy.save
26450,closed,2024-05-16 07:52:41+00:00,,2024-05-16 07:54:03+00:00,Re-enable GCC 13 in the NumPy test pipeline for Intel tests
26449,closed,2024-05-16 03:14:26+00:00,2024-05-16 07:01:55+00:00,2024-05-16 07:01:55+00:00,MAINT: fix typo
26447,closed,2024-05-15 22:59:12+00:00,2024-05-16 15:32:09+00:00,2024-05-16 15:32:09+00:00,TST: attempt to fix intel SDE SIMD CI
26445,closed,2024-05-15 18:32:16+00:00,2024-05-15 19:37:52+00:00,2024-05-15 19:37:52+00:00,TST: fix xfailed tests on pypy 7.3.16
26444,closed,2024-05-15 17:53:04+00:00,2024-05-15 19:41:51+00:00,2024-05-15 19:41:51+00:00,DOC: Remove outdated authentication instructions
26443,closed,2024-05-15 16:55:22+00:00,2024-05-15 18:19:09+00:00,2024-05-15 18:19:09+00:00,TST: temporarily pin spin to work around issue in 0.9 release
26442,closed,2024-05-15 16:34:18+00:00,2024-05-15 19:17:01+00:00,2024-05-15 19:17:01+00:00,DOC: Adding links to polynomial table.
26441,closed,2024-05-15 16:22:36+00:00,2024-05-15 17:29:27+00:00,2024-05-15 17:29:27+00:00,BUG: int32 and intc should both appear in sctypes
26437,closed,2024-05-15 07:54:55+00:00,2024-05-15 16:37:41+00:00,2024-05-15 16:37:41+00:00,MAINT: Fix build when using scipy-openblas wheels
26436,closed,2024-05-14 21:25:09+00:00,2024-05-16 18:15:59+00:00,2024-05-16 18:15:59+00:00,BUG: fixes for three related stringdtype issues
26434,open,2024-05-14 15:08:22+00:00,,,ENH: improve performance of lexsort for integers.
26432,closed,2024-05-13 23:35:41+00:00,2024-05-28 06:40:09+00:00,2024-05-28 06:40:09+00:00,MAINT: Add some PR prefixes to the labeler.
26431,closed,2024-05-13 21:14:40+00:00,2024-05-13 22:19:54+00:00,2024-05-13 22:19:54+00:00,TST: skip test_frompyfunc_leaks in the free-threaded build
26430,closed,2024-05-13 21:02:57+00:00,,2024-06-21 21:35:24+00:00,ENH: add locking around initializing the argparse cache
26429,closed,2024-05-13 18:14:37+00:00,2024-07-18 12:14:04+00:00,2024-07-18 12:14:05+00:00,TYP: npyio: loadtxt: usecols: add None type
26428,closed,2024-05-13 17:50:25+00:00,2024-05-13 20:50:03+00:00,2024-05-13 20:50:03+00:00,MAINT: Bump pypa/cibuildwheel from 2.17.0 to 2.18.0
26427,closed,2024-05-13 17:08:48+00:00,2024-05-13 18:15:54+00:00,2024-05-13 18:15:54+00:00,TYP: Fix ``fromrecords`` type hint and bump mypy to 1.10.0.
26426,closed,2024-05-13 14:52:41+00:00,2024-05-13 16:54:17+00:00,2024-05-13 16:54:17+00:00,"TYP,TST: Bump mypy to 1.10.0"
26425,closed,2024-05-11 18:16:39+00:00,2024-05-11 20:00:28+00:00,2024-05-11 20:00:28+00:00,REL: Prepare for the NumPy 2.0.0rc2 release [wheel build]
26424,closed,2024-05-11 15:29:12+00:00,2024-05-11 16:11:57+00:00,2024-05-11 16:11:57+00:00,DOC: add reference docs for NpyString C API
26423,closed,2024-05-11 15:26:42+00:00,2024-05-11 16:11:35+00:00,2024-05-11 16:11:35+00:00,DOC: Fix some typos and incorrect markups
26419,closed,2024-05-10 20:23:36+00:00,2024-05-10 21:26:08+00:00,2024-05-10 21:26:08+00:00,MNT: clean up references to array_owned==2 case in StringDType
26418,closed,2024-05-10 20:16:34+00:00,2024-05-11 15:07:46+00:00,2024-05-11 15:07:46+00:00,DOC: add reference docs for NpyString C API
26417,closed,2024-05-10 19:37:12+00:00,2024-05-10 22:35:42+00:00,2024-05-10 22:35:43+00:00,"BUG: support nan-like null strings in [l,r]strip"
26416,closed,2024-05-10 17:58:27+00:00,2024-05-10 19:26:48+00:00,2024-05-10 19:26:48+00:00,MAINT: Bump ossf/scorecard-action from 2.3.1 to 2.3.3
26415,closed,2024-05-10 14:32:19+00:00,2024-05-10 23:41:33+00:00,2024-05-10 23:41:33+00:00,MAINT: updated instructions to get MachAr byte pattern
26413,closed,2024-05-10 12:07:18+00:00,2024-05-11 15:09:18+00:00,2024-05-11 15:09:18+00:00,DOC: Fix some typos and incorrect markups
26410,closed,2024-05-10 05:46:10+00:00,,2024-05-10 06:31:16+00:00,fix: allclose returns True when one array is empty and the other has size 0
26406,closed,2024-05-09 07:13:49+00:00,2024-10-12 21:15:28+00:00,2024-10-12 21:15:28+00:00,DOC: Changed vdot docs as suggested
26403,closed,2024-05-08 16:17:55+00:00,2024-05-08 16:44:12+00:00,2024-05-08 16:44:12+00:00,DOC: Fix links in random documentation. 
26402,closed,2024-05-08 14:35:25+00:00,2024-05-08 16:19:10+00:00,2024-05-08 16:19:10+00:00,DOC: Add missing methods to numpy.strings docs 
26400,closed,2024-05-08 12:52:49+00:00,2024-05-08 14:24:41+00:00,2024-05-08 14:24:41+00:00,MNT: more gracefully handle spin adding arguments to functions we override
26399,closed,2024-05-08 11:21:34+00:00,2024-05-08 11:33:40+00:00,2024-05-08 11:33:40+00:00,DOC: Update INSTALL.rst
26398,closed,2024-05-08 01:14:31+00:00,2024-09-15 13:07:08+00:00,2024-09-15 13:07:08+00:00,DOC: order of indices returned in tril_indices and triu_indices
26396,closed,2024-05-07 17:37:24+00:00,2024-05-08 12:45:24+00:00,2024-05-08 12:45:24+00:00,MNT: more gracefully handle spin adding arguments to functions we override
26393,closed,2024-05-06 22:56:00+00:00,2024-05-07 02:05:19+00:00,2024-05-07 02:05:19+00:00,BUG: Make sure that NumPy scalars are supported by can_cast
26392,closed,2024-05-06 20:15:46+00:00,2024-05-10 18:21:36+00:00,2024-05-10 18:21:36+00:00,"BUG: support nan-like null strings in [l,r]strip"
26391,closed,2024-05-06 18:24:12+00:00,2024-05-07 18:06:49+00:00,2024-05-07 18:06:49+00:00,DOC: Add missing methods to numpy.strings docs
26388,closed,2024-05-06 09:30:11+00:00,2024-05-16 09:47:33+00:00,2024-05-16 09:47:33+00:00,BUG: Use Python pickle protocol version 4 for np.save
26386,closed,2024-05-05 12:49:50+00:00,2024-05-17 10:19:07+00:00,2024-05-17 10:19:07+00:00,DOC: Improve example on array broadcasting
26385,closed,2024-05-03 20:23:24+00:00,2024-05-07 19:52:00+00:00,2024-05-07 19:52:00+00:00,DOC: Updated remaining links in random folder
26384,closed,2024-05-03 20:21:54+00:00,2024-05-07 20:52:22+00:00,2024-05-07 20:52:22+00:00,BUG: Fix incorrect return type of item with length 0 from chararray.__getitem__
26383,closed,2024-05-03 13:38:15+00:00,,2024-05-03 23:21:07+00:00,CI/BLD: fix cirrus [wheel build]
26382,closed,2024-05-03 12:01:34+00:00,,2024-05-03 20:49:10+00:00,BLD: try to fix macOS arm64 wheel build on Cirrus for 1.26.5
26378,closed,2024-05-03 02:13:07+00:00,2024-05-05 21:44:33+00:00,2024-05-05 21:44:33+00:00,DOC: Update internal links for generator.rst and related
26377,closed,2024-05-02 21:06:43+00:00,2024-05-13 13:11:28+00:00,2024-05-13 13:11:28+00:00,TYP: Fix incorrect type hint for creating a recarray from fromrecords
26374,closed,2024-05-02 15:52:20+00:00,2024-05-06 21:41:01+00:00,2024-05-06 21:41:01+00:00,ENH: add support for nan-like null strings in string replace
26373,closed,2024-05-02 15:34:29+00:00,2024-05-02 18:11:37+00:00,2024-05-02 18:11:37+00:00,DOC: fix np.unique release notes [skip cirrus]
26372,closed,2024-05-02 11:51:02+00:00,2024-05-06 18:55:16+00:00,2024-05-06 18:55:16+00:00,BUG: Make sure that NumPy scalars are supported by can_cast 
26369,closed,2024-05-01 22:47:50+00:00,2024-05-02 12:08:52+00:00,2024-05-02 12:08:52+00:00,DOC: fix np.unique release notes [skip cirrus]
26368,closed,2024-05-01 21:58:01+00:00,2024-05-09 00:23:16+00:00,2024-05-09 00:23:16+00:00,[NOGIL] thread local promotion state
26367,closed,2024-05-01 17:44:48+00:00,,2024-05-01 17:44:58+00:00,Create sample.pptx
26365,closed,2024-04-30 20:29:28+00:00,2024-05-01 14:44:46+00:00,2024-05-01 14:44:46+00:00,MAINT: Fix macos arm64 wheel builds [wheel build]
26364,closed,2024-04-30 19:32:51+00:00,2024-04-30 20:49:01+00:00,2024-04-30 20:49:01+00:00,TST: static types are now immortal in the default build too
26363,closed,2024-04-30 17:31:35+00:00,2024-04-30 18:43:38+00:00,2024-04-30 18:43:38+00:00,MAINT: Bump actions/dependency-review-action from 4.3.1 to 4.3.2
26362,closed,2024-04-29 18:03:47+00:00,2024-04-29 19:00:03+00:00,2024-04-29 19:00:03+00:00,MAINT: Bump actions/dependency-review-action from 4.2.5 to 4.3.1
26361,closed,2024-04-28 17:50:15+00:00,2024-04-29 00:55:09+00:00,2024-04-29 00:55:10+00:00,REL: Prepare for the NumPy 1.26.5 release [wheel build].
26360,closed,2024-04-28 02:59:19+00:00,2024-04-28 10:54:43+00:00,2024-04-28 10:54:43+00:00,MAINT: Simplify bugfix for even rfft
26359,closed,2024-04-27 15:32:17+00:00,2024-04-27 16:45:37+00:00,2024-04-27 16:45:37+00:00,MAINT: Simplify bugfix for even rfft
26358,closed,2024-04-27 15:09:58+00:00,2024-04-27 16:47:00+00:00,2024-04-27 16:47:00+00:00,BUG: Fix rfft for even input length.
26357,closed,2024-04-27 15:05:34+00:00,2024-04-27 16:47:26+00:00,2024-04-27 16:47:26+00:00,"DOC: Added small clarification note, based on discussion in issue #25778"
26355,closed,2024-04-27 02:19:25+00:00,2024-04-30 20:29:29+00:00,2024-04-30 20:29:29+00:00,ENH: add support for nan-like null strings in string replace
26354,closed,2024-04-26 22:46:50+00:00,2024-04-27 14:54:31+00:00,2024-04-27 14:54:31+00:00,BUG: Fix rfft for even input length.
26353,closed,2024-04-26 19:09:55+00:00,2024-04-29 18:58:09+00:00,2024-04-29 18:58:09+00:00,BUG: ensure text padding ufuncs handle stringdtype nan-like nulls
26351,closed,2024-04-26 17:16:52+00:00,2024-04-27 01:18:21+00:00,2024-04-27 01:18:21+00:00,"ENH: introduce a notion of ""compatible"" stringdtype instances #26261"
26348,closed,2024-04-25 21:09:55+00:00,2024-04-30 20:19:34+00:00,2024-04-30 20:19:34+00:00,NOGIL: Make loop data cache and dispatch cache thread-safe in nogil build
26347,closed,2024-04-25 17:18:21+00:00,2024-04-25 22:37:44+00:00,2024-04-25 22:37:44+00:00,MAINT: Bump conda-incubator/setup-miniconda from 3.0.3 to 3.0.4
26346,open,2024-04-25 10:35:36+00:00,,,ENH:  Convert loop unary fp  into highway
26345,closed,2024-04-25 08:16:20+00:00,,2024-07-03 21:06:30+00:00,[WIP] MAINT: Wrap ``printoptions`` in ``ContextVar``
26343,closed,2024-04-24 21:57:40+00:00,,2024-05-05 13:05:39+00:00,DOC: Update documentation to reference SSH
26340,closed,2024-04-24 07:21:42+00:00,2024-04-26 16:43:53+00:00,2024-04-26 16:43:53+00:00,"DOC: Added small clarification note, based on discussion in issue #25778"
26339,closed,2024-04-24 06:58:09+00:00,,2024-04-24 07:04:40+00:00,"DOC: Added small clarification note. ""Closes #25778"""
26338,closed,2024-04-23 19:56:07+00:00,2024-05-06 17:20:43+00:00,2024-05-06 17:20:43+00:00,MAINT: update x86-simd-sort to latest
26335,closed,2024-04-23 04:05:49+00:00,,2024-05-31 07:12:45+00:00,CI: Enhance error handling in Azure Pipelines
26334,closed,2024-04-23 03:00:47+00:00,2024-04-23 12:51:25+00:00,2024-04-23 12:51:25+00:00,MAINT: Disable compiler sanitizer tests on 2.0.x
26332,closed,2024-04-23 00:41:53+00:00,2024-04-23 02:17:38+00:00,2024-04-23 02:17:38+00:00,BUG: use PyArray_SafeCast in array_astype
26331,closed,2024-04-23 00:36:23+00:00,2024-04-23 02:17:12+00:00,2024-04-23 02:17:13+00:00,MAINT: address improper error handling and cleanup for ``spin``
26330,closed,2024-04-22 23:11:26+00:00,2024-04-23 00:44:52+00:00,2024-04-23 00:44:52+00:00,BUG: Fix invalid constructor in string_fastsearch.h with C++ >= 20.
26329,closed,2024-04-22 17:27:09+00:00,2024-04-22 19:21:36+00:00,2024-04-22 19:21:36+00:00,MAINT: Bump actions/upload-artifact from 4.3.2 to 4.3.3
26327,closed,2024-04-22 02:23:46+00:00,,2024-04-22 02:59:56+00:00,[WIP] Convert fp op from C universal intrinsics to C++ using Highway
26326,closed,2024-04-22 02:21:09+00:00,,2024-04-22 09:21:32+00:00,[WIP] Convert fp op from C universal intrinsics to C++ using Highway
26325,closed,2024-04-22 01:01:23+00:00,2024-04-23 15:04:43+00:00,2024-04-23 15:04:44+00:00,TST: Skip Cython test for editable install
26324,closed,2024-04-21 21:20:07+00:00,2024-04-22 09:38:48+00:00,2024-04-22 09:38:48+00:00,BUG: Fix invalid constructor in string_fastsearch.h with C++ >= 20.
26322,closed,2024-04-20 11:17:11+00:00,2024-05-06 16:39:17+00:00,2024-05-06 16:39:17+00:00,DOC: Documentation and examples for conversion of np.timedelta64 units
26320,closed,2024-04-20 10:53:18+00:00,2024-04-23 22:00:01+00:00,2024-04-23 22:00:01+00:00,"DOC: Add replacement NEP links in superseded, replaced-by fields"
26319,closed,2024-04-20 02:18:43+00:00,2024-04-20 23:50:31+00:00,2024-04-20 23:50:31+00:00,BUG: fix spin bench not running on Windows
26317,closed,2024-04-19 20:20:33+00:00,2024-04-20 12:56:09+00:00,2024-04-20 12:56:09+00:00,BUG: use PyArray_SafeCast in array_astype
26316,open,2024-04-19 18:32:02+00:00,,,"CI, MAINT: Add docs-only option to CI"
26315,open,2024-04-19 14:22:13+00:00,,,"Add codespell support (config, workflow to detect/not fix) and make it fix few typos"
26313,closed,2024-04-19 10:06:08+00:00,2024-05-13 20:52:14+00:00,2024-05-13 20:52:14+00:00,"MAINT: Cleanup ``vecdot``'s signature, typing, and importing"
26312,closed,2024-04-19 00:35:32+00:00,2024-04-19 02:50:16+00:00,2024-04-19 02:50:16+00:00,DOC: Follow-up fixes for new theme
26311,closed,2024-04-18 22:25:59+00:00,2024-04-18 22:45:44+00:00,2024-04-18 22:45:44+00:00,DOC: Follow-up fixes for new theme
26309,closed,2024-04-18 17:43:01+00:00,2024-04-18 22:13:34+00:00,2024-04-18 22:13:34+00:00,MAINT: Bump actions/upload-artifact from 4.3.1 to 4.3.2
26308,closed,2024-04-18 17:41:14+00:00,,2024-04-23 02:33:36+00:00,CI: add llvm/clang sanitizer tests
26307,closed,2024-04-18 16:15:28+00:00,2024-04-18 22:01:33+00:00,2024-04-18 22:01:33+00:00,BLD: use newer openblas wheels [wheel build] 
26306,closed,2024-04-18 16:07:40+00:00,2024-04-18 22:10:16+00:00,2024-04-18 22:10:16+00:00,MAINT: Robust string meson template substitution
26305,closed,2024-04-18 16:03:40+00:00,2024-04-18 22:11:58+00:00,2024-04-18 22:11:58+00:00,DOC: Bump pydata-sphinx-theme version
26304,closed,2024-04-18 15:28:33+00:00,2024-04-19 08:25:44+00:00,2024-04-19 08:25:44+00:00,MAINT: address improper error handling and cleanup for ``spin``
26303,closed,2024-04-18 04:01:10+00:00,2024-04-22 06:00:30+00:00,2024-04-22 06:00:30+00:00,DOC: add explanation of dtype to parameter values for np.append
26302,closed,2024-04-17 20:30:36+00:00,2024-04-18 09:33:32+00:00,2024-04-18 09:33:32+00:00,BLD: use newer openblas wheels [wheel build]
26301,closed,2024-04-17 15:49:55+00:00,2024-04-17 16:58:17+00:00,2024-04-17 16:58:17+00:00,"BLD: In 1.26.x, do not upper-bound the meson-python version"
26300,open,2024-04-17 04:19:24+00:00,,,TST: Add CPU Dispatch test for RISC-V Vector Extenson.
26299,closed,2024-04-17 04:06:08+00:00,2024-04-17 05:57:17+00:00,2024-04-17 05:57:17+00:00,MAINT: Pin sphinx to version 7.2.6
26297,closed,2024-04-17 01:13:08+00:00,2024-04-17 03:52:21+00:00,2024-04-17 03:52:21+00:00,BUG: Workaround for Intel Compiler mask conversion bug
26295,closed,2024-04-16 21:36:34+00:00,2024-04-18 10:27:13+00:00,2024-04-18 10:27:13+00:00,CI: add llvm/clang sanitizer tests
26294,closed,2024-04-16 19:11:47+00:00,2024-04-19 14:38:29+00:00,2024-04-19 14:38:29+00:00,MNT: disable the coercion cache for the nogil build
26293,closed,2024-04-16 17:17:37+00:00,2024-04-17 15:01:45+00:00,2024-04-17 15:01:45+00:00,BUG: Ensure seed sequences are restored through pickling (#26260)
26292,closed,2024-04-16 14:36:54+00:00,2024-04-24 20:29:55+00:00,2024-04-24 20:29:55+00:00,API: Add ``shape`` and ``copy`` arguments to ``numpy.reshape``
26290,closed,2024-04-16 12:16:34+00:00,,2024-04-16 12:20:58+00:00,He creado un archivo de ejemplo
26287,closed,2024-04-16 08:56:36+00:00,,2024-07-03 09:21:02+00:00,ENH: add functionality `symlog` to `numpy.histogram`
26286,closed,2024-04-16 05:45:22+00:00,2024-04-19 08:23:32+00:00,2024-04-19 08:23:32+00:00,BLD: ensure libnpymath and highway static libs use hidden visibility
26285,closed,2024-04-15 22:50:32+00:00,2024-05-29 13:26:58+00:00,2024-05-29 13:26:58+00:00,ENH: Decrease wall time of `ma.cov` and `ma.corrcoef`
26284,closed,2024-04-15 19:59:35+00:00,2024-04-16 00:11:32+00:00,2024-04-16 00:11:32+00:00,TST: run the smoke tests on more python versions
26283,closed,2024-04-15 18:40:24+00:00,2024-04-15 19:37:16+00:00,2024-04-15 19:37:16+00:00,DOC: correct PR referenced in __array_wraps__ change note
26282,closed,2024-04-15 17:57:14+00:00,2024-04-17 08:05:13+00:00,2024-04-17 08:05:13+00:00,MNT: replace _PyDict_GetItemStringWithError with PyDict_GetItemStringRef
26281,closed,2024-04-15 15:42:33+00:00,2024-04-16 05:20:09+00:00,2024-04-16 05:20:09+00:00,BUG: Workaround for Intel Compiler mask conversion bug
26280,closed,2024-04-15 11:45:55+00:00,2024-05-02 14:41:02+00:00,2024-05-02 14:41:02+00:00,ENH: Speedup clip for floating point
26279,closed,2024-04-15 03:59:09+00:00,,2024-07-03 06:55:45+00:00,STY: fixes Pylint `C0209` Errors (uses f-strings)
26276,closed,2024-04-13 23:31:50+00:00,,2024-07-03 06:56:50+00:00,"Possible Solutions to Issues 26216, 25677, and 25589"
26274,closed,2024-04-12 19:25:03+00:00,2024-04-16 12:36:33+00:00,2024-04-16 12:36:33+00:00,BLD: use install-tags to optionally install tests
26273,closed,2024-04-12 16:32:10+00:00,2024-04-18 14:25:16+00:00,2024-04-18 14:25:16+00:00,ENH: Bump Highway to HEAD and remove platform filter
26272,closed,2024-04-12 16:27:03+00:00,2024-04-12 17:16:47+00:00,2024-04-12 17:16:47+00:00,BUG: Fixes for ``np.vectorize``.
26270,closed,2024-04-12 14:44:32+00:00,2024-04-12 16:09:36+00:00,2024-04-12 16:09:36+00:00,BUG: ensure np.vectorize doesn't truncate fixed-width strings
26268,closed,2024-04-12 13:48:57+00:00,2024-04-16 15:13:30+00:00,2024-04-16 15:13:30+00:00,API: Disallow 0D input arrays in ``nonzero``
